U_gaussian_raw,U_gaussian_norm
4.7002333384898005,0.7833722230816335
4.16580689675389,0.6943011494589816
0.9683396405855396,0.16138994009758992
2.9273228662387605,0.48788714437312675
2.1835253660938445,0.36392089434897407
1.2682968714716407,0.2113828119119401
2.5550985329672957,0.4258497554945493
2.361317429464878,0.393552904910813
3.0235110528302704,0.5039185088050451
3.1096138409371252,0.5182689734895208
4.211428182419287,0.7019046970698812
3.377999279773186,0.5629998799621977
2.618075097210964,0.43634584953516065
3.280977501748901,0.5468295836248168
2.6110825120313317,0.4351804186718886
3.599093019933824,0.5998488366556373
3.840674423919455,0.6401124039865759
2.73106862388344,0.45517810398057335
0.7673430754540731,0.12789051257567885
3.776726364678389,0.6294543941130648
2.7529297908803922,0.4588216318133987
2.0162620734078436,0.33604367890130726
3.241267678022134,0.5402112796703556
3.522677782841242,0.5871129638068736
3.615280601702395,0.6025467669503991
3.093082689478613,0.5155137815797689
1.5986589043882442,0.26644315073137403
1.426837823453416,0.23780630390890267
4.381483065462631,0.7302471775771052
2.867547491167047,0.47792458186117454
1.6374384329129934,0.2729064054854989
3.3577119804364894,0.5596186634060816
2.0860009496770844,0.34766682494618073
1.5046001203599748,0.25076668672666247
1.7464964385439505,0.29108273975732507
2.693787565745865,0.4489645942909775
3.8337873635371933,0.6389645605895322
2.541155465376855,0.4235259108961425
2.5488322717893652,0.42480537863156087
2.866829853678866,0.47780497561314433
2.219267254040251,0.36987787567337516
1.8200299729112193,0.30333832881853656
2.5884963308319384,0.4314160551386564
3.0567455906913588,0.5094575984485598
1.8249177555540947,0.3041529592590158
3.8731997981611985,0.6455332996935331
1.8785376939728917,0.3130896156621486
3.180192291327488,0.5300320485545813
3.081352765964057,0.5135587943273429
3.853888965269018,0.6423148275448364
3.5031742192992743,0.5838623698832124
3.207383288399806,0.5345638813999677
2.8492881699747516,0.4748813616624586
2.4350443567791604,0.40584072612986005
2.3181955558375034,0.38636592597291725
3.421465178564119,0.5702441964273531
4.402805667013627,0.7338009445022712
4.249330099896104,0.7082216833160174
1.111695354502484,0.18528255908374733
2.7197900826592853,0.4532983471098809
3.3564336162287263,0.5594056027047877
3.24126272127835,0.5402104535463916
2.829390939850986,0.471565156641831
4.581850069036997,0.7636416781728328
2.9861476563544023,0.49769127605906704
1.9750733048547322,0.3291788841424554
3.0729254345982975,0.5121542390997162
3.5133505646453274,0.5855584274408879
2.620620571250541,0.43677009520842347
3.2310806030309944,0.538513433838499
3.159021409238987,0.5265035682064979
2.9189339572871122,0.48648899288118536
3.136224563947869,0.5227040939913116
4.4804362158967,0.7467393693161166
3.3108224405313416,0.5518037400885569
3.2820072739560846,0.5470012123260141
4.0646960824487905,0.6774493470747984
2.465393161882023,0.4108988603136705
1.4977344018468646,0.24962240030781077
2.7207441402175427,0.4534573567029238
1.4404804903506594,0.2400800817251099
5.305570996024833,0.8842618326708055
4.105669021121101,0.6842781701868502
0.9185071089030381,0.15308451815050636
4.918182356199937,0.8196970593666562
5.646093075693173,0.9410155126155288
2.9753757007410018,0.4958959501235003
2.242391002460482,0.3737318337434137
1.992864501946375,0.3321440836577292
3.713381156946358,0.6188968594910597
3.3609573209690664,0.5601595534948444
3.1762093617161287,0.5293682269526881
2.1848938265694144,0.3641489710949024
0.9923667681952568,0.16539446136587613
1.2027824272288865,0.20046373787148108
2.842501107098949,0.47375018451649153
2.1812183041450806,0.3635363840241801
2.667242391279372,0.44454039854656197
4.590454434789382,0.7650757391315636
2.1165434832017085,0.35275724720028473
2.5932689905716577,0.4322114984286096
3.5992008618346207,0.5998668103057702
2.5822280991647864,0.4303713498607977
1.9512368275484377,0.3252061379247396
2.0191015363357945,0.3365169227226324
3.522296361457926,0.587049393576321
4.105090557263695,0.6841817595439492
3.1628080938899137,0.5271346823149856
2.082917739675569,0.3471529566125948
2.6133349771319687,0.4355558295219948
3.614922504389258,0.6024870840648763
3.48340567863547,0.5805676131059117
2.8940365676109527,0.48233942793515877
4.392989841107688,0.7321649735179481
2.4292325190466064,0.40487208650776774
2.1975317941143024,0.3662552990190504
2.476222787686792,0.4127037979477987
4.820373759261479,0.8033956265435798
2.9180319436963367,0.4863386572827228
3.2545449678041076,0.5424241613006846
3.283318598018455,0.5472197663364092
3.712479534154633,0.6187465890257722
3.4178545071282134,0.5696424178547023
3.1909606234286425,0.5318267705714405
3.6996924111797176,0.6166154018632862
2.853376760978387,0.4755627934963978
1.6606692599331252,0.2767782099888542
2.879835067957587,0.4799725113262645
2.5097620985939333,0.4182936830989889
5.99821474605228,0.99970245767538
